Artist,Album,Label,Year,Catalogue,Country,Link,Qty,Format
The Geoff Love Banjos,Sing-Along Banjo Party,Starline,1973,SRS 5165,UK,Discogs|https://www.discogs.com/release/3448194,1,"12"""
Erinevad Esitajad,COLOMBIA 86,Organización Ardila Lülle,1986,01 (9935) 00503,CO,Discogs|https://www.discogs.com/release/13397187,1,"12"""
Ultravox,Vienna,Chrysalis,1980,CHR 1296,CA,Discogs|https://www.discogs.com/release/1583703,1,"12"""
Olivia Newton-John,First Impressions,Music For Pleasure,1985,MFP 41 5740 1,UK,Discogs|https://www.discogs.com/release/1274852,1,"12"""
Thomas Dolby,Aliens Ate My Buick,EMI-Manhattan Records,1988,1C 064-7 48075 1,EU,Discogs|https://www.discogs.com/release/2224922,1,"12"""
Giorgio Moroder & Joe Esposito,Solitary Men,TMC - The Music Company,1983,TMC 8012,XX,Discogs|https://www.discogs.com/release/3315948,1,"12"""
Jonna,Jonna,K-Tel,1984,JT-7048,FI,Discogs|https://www.discogs.com/release/703359,1,"12"""
Dalibor Janda,Take Them To Mars,Supraphon,1988,1113 4259,CZ,Discogs|https://www.discogs.com/release/10632980,1,"12"""
Roxy Music,Manifesto,Polydor,1979,POLH 001,UK,Discogs|https://www.discogs.com/release/4472997,1,"12"""
Mona Carita,Mikä Fiilis!,Finnlevy,1983,FL 5113,FI,Discogs|https://www.discogs.com/release/1382341,1,"12"""
Gnags,En Underlig Fisk,Genlyd,1985,GENLP 148,DK,Discogs|https://www.discogs.com/release/1026871,1,"12"""
Troels Trier,Kys Frøen,Sonet,1977,SLP 1552,DK,Discogs|https://www.discogs.com/release/1077830,1,"12"""
PT Musik,Consumação,Príncipe,2026,P062,PT,Discogs|https://www.discogs.com/release/37690488,1,"12"""
Helviofox,Rodeado De Batida,Príncipe,2025,P065,PT,Discogs|https://www.discogs.com/release/35799412,1,"12"""
DJs Di Guetto,DJs Di Guetto Vol. II,Príncipe,2026,P063,PT,Discogs|https://www.discogs.com/release/37312998,1,"12"""
DJ Narciso,Capítulo Experimental,Príncipe,2026,P060,PT,Discogs|https://www.discogs.com/release/34751481,1,"12"""
Erinevad Esitajad,Vacaciones En Mallorca,Emidisc,1973,1 J 048-51.469,ES,Discogs|https://www.discogs.com/release/7940043,1,"12"""
Radar,Балтийский Берег = Baltic Coast,Мелодия,1987,С60 25125 006,EE,Discogs|https://www.discogs.com/release/10865383,1,"12"""
Laine,"Ansambel ""Laine""",Мелодия,1983,C60-18905-6,EE,Discogs|https://www.discogs.com/release/11379049,1,"12"""
Fix,Värviline Maailm,Мелодия,1979,33 С60-11543-4,EE,Discogs|https://www.discogs.com/release/10047791,1,"12"""
Thomas Dolby,The Flat Earth,Parlophone Odeon Series,1984,PCS 2400341,UK,Discogs|https://www.discogs.com/release/31616,1,"12"""
UNKLE,Psyence Fiction,Mo Wax,1998,MW085CDX,UK,Discogs|https://www.discogs.com/release/38782,1,CD
Erinevad Esitajad,Day Tripper,A&M Records,1997,540 677-2,EU,Discogs|https://www.discogs.com/release/1061876,1,CD
Radiohead,There There,Parlophone,2003,7243 5 52336 2 2,EU,Discogs|https://www.discogs.com/release/144322,1,CDS
Everything But The Girl,Walking Wounded,Virgin,1996,7243 8 93487 2 9,EU,Discogs|https://www.discogs.com/release/5404362,1,CDS
Junior Senior,Boy Meets Girl,Crunchy Frog,2003,FROG 032-2,DK,Discogs|https://www.discogs.com/release/,1,CD
Kent,Kent,RCA / BMG,1995,74321 26507 2,SE,Discogs|https://www.discogs.com/release/4134087,1,CD
Femi Kuti,Shoki Remixed,Sound Of Barclay,1999,543 190 2,EU,Discogs|https://www.discogs.com/release/18213457,1,2xCD
Ryoji Ikeda,"""+/-""",Touch,1996,TO:30,UK,Discogs|https://www.discogs.com/release/51547,1,CD
Kent,B-Sidor,RCA / BMG,2000,74321 821582,SE,Discogs|https://www.discogs.com/release/373796,1,CD
Kent,Verkligen,RCA / BMG,1996,74321 35625 2,SE,Discogs|https://www.discogs.com/release/356803,1,CD
Kent,Tillbaka Till Samtiden,RCA / BMG,2007,88697 16030 2,SE,Discogs|https://www.discogs.com/release/1111659,1,CD
Eskobar,There's Only Now,V2,2001,74321965852,EU,Discogs|https://www.discogs.com/release/1952128,1,CD
Erinevad Esitajad,Biocyclic-Events (Ambient Voy Age Rs),J.U.IC.E.,1994,D-6006-2,DE,Discogs|https://www.discogs.com/release/430648,1,CD
Embrace ,Drawn From Memory,Hut Recordings,2000,CDHUT60,EU,Discogs|https://www.discogs.com/release/6598912,1,CD
Télépopmusik,Genetic World,Chrysalis,2001,537 6152,EU,Discogs|https://www.discogs.com/release/167998,1,CD
LB,Pop Artificielle,KK Records,1998,KK 141,BE,Discogs|https://www.discogs.com/release/304774,1,CD
Cassius,French Disco '03,Muzik Magazine,2003,MUZIKMAG99 / AUG03,UK,Discogs|https://www.discogs.com/release/160871,1,CD
The Verve,A Northern Soul,Hut Recordings,1995,CDHUT 27,NL,Discogs|https://www.discogs.com/release/3306410,1,CD
GusGus vs. T-World,GusGus vs. T-World,Playground / 4AD,2000,CAD2KO2CD,EU,Discogs|https://www.discogs.com/release/1937623,1,CD
Erinevad Esitajad,Electric Ladyland Clickhop Version 1.0,Mille Plateaux,2002,mp 106,DE,Discogs|https://www.discogs.com/release/42054,1,2xCD
Radiohead,My Iron Lung,Parlophone,1994,7243 8 31478 2 3,IT,Discogs|https://www.discogs.com/release/8960944,1,CD
Radiohead,Hail To The Thief,Parlophone,2003,7243 5 84544 2 0,EU,Discogs|https://www.discogs.com/release/162311,1,CD
Erinevad Esitajad,Compact Disc Volume Three,Ladomat 2000,1998,LADOMAT 2066-2,DE,Discogs|https://www.discogs.com/release/220640,1,CD
His Name Is Alive,Mouth By Mouth,Rough Trade,1993,RTD 120.1544.2,DE,Discogs|https://www.discogs.com/release/383778,1,CD
Erinevad Esitajad,D'N'B Inside,Future Sound Records,????,-,RU,NONE,1,CD
Kosheen,Drum 'n' Bass Reborn,Mixmag,2002,MM 029,UK,Discogs|https://www.discogs.com/release/31297,1,CD
Directional Force,The John Peel Session,Strange Fruit ,1995,SFPSCD092,UK,Discogs|https://www.discogs.com/release/5840473,1,CD
Erinevad Esitajad,Norway - Electronica 2. Edition,Music Export Norway,2006,MENCD 016,NO,Discogs|https://www.discogs.com/release/1294315,1,CD
Junior Vasquez AKA Ellis D,Just Like A Queen: The Best Of Junior Vasquez (aka) Ellis D.,Hot Productions,1995,HTCD 9719-2,US,Discogs|https://www.discogs.com/release/149128,1,CD
Slowdive,Slowdive,Creation Records,1990,CRESCD 093,UK,Discogs|https://www.discogs.com/release/3009776,1,CD
Ben Lee,Cigarettes Will Kill You,Grand Royal,1999,GRI5000CD,UK,Discogs|https://www.discogs.com/release/2459111,1,CDS
The Crash,Star,Warner Music Finland,2001,0927-42111-2,FI,Discogs|https://www.discogs.com/release/3756004,1,CDS
MC 900 Ft Jesus,If I Only Had A Brain,American Recordings,1994,74321 29069 2,EU,Discogs|https://www.discogs.com/release/1396455,1,CDS
AIR,Sexy Boy,Source,1998,"7243 8 94802 2 1,",EU,Discogs|https://www.discogs.com/release/1055150,1,CDS
Fluke,Atom Bomb,Virgin,1996,YRCDX125,UK,Discogs|https://www.discogs.com/release/62167,1,CDS
Zero 7,Destiny,Ultimate Dilemma,2001,UDRCDS043,EU,Discogs|https://www.discogs.com/release/473489,1,CDS
Blur,Beetlebum,Food,1997,7243 8 83576 2 3,EU,Discogs|https://www.discogs.com/release/622281,1,CDS
The Cribs,Moving Pictures,Wichita,2007,WEBB128SCD,UK,Discogs|https://www.discogs.com/release/1249396,1,CDS
