Artist,Album,Label,Year,Catalogue,Country,Link,Qty,Format
Bible Club,01:01,Trash Can Dance,2019,TCD225,EE,Discogs|https://www.discogs.com/release/14594885-Bible-Club-11,2,MC
The Belka,Teravamad Killud,Not On Label,2023,-,EE,Discogs|https://www.discogs.com/release/26963486-The-Belka-Teravamad-Killud,1,MC
Laurel 2,Xflies EP,Trash Can Dance,2022,TCD341,EE,Discogs|https://www.discogs.com/release/22679783-Laurel-2-Xflies-EP,1,MC
Junga,Snowblood,Trash Can Dance,2026,TCD501,EE,Discogs|https://www.discogs.com/release/36839092-Junga-Snowblood,2,MC
Junga,Natural Balance,Trash Can Dance,2026,TCD525,EE,Discogs|https://www.discogs.com/release/37839699-Junga-Natural-Balance,1,MC
Erinevad Esitajad,TEK DEF,Trash Can Dance,2026,TCD90 (rerelease),EE,Discogs|https://www.discogs.com/release/7584575-Various-Tek-Def,1,MC
Darkside,Spacestation - 10 Year Jubileum Edition,Trash Can Dance,2024,TCD672,EE,Discogs|https://www.discogs.com/release/32657388-Darkside-Spacestation-10-Year-Jubileum-Editionhttps:/www.discogs.com/release/32657388-Darkside-Spacestation-10-Year-Jubileum-Edition,2,MC
Erinevad Esitajad,TCD500,Trash Can Dance,2026,TCD500,EE,NONE,1,MC
Slowedchromechain,Crystal Quetzal,Trash Can Dance,2020,TCD267,EE,Discogs|https://www.discogs.com/release/16461180-SlowedChromeChain-Crystal-Quetzal,1,MC
Slowedchromechain,Forbidden Fragment,Trash Can Dance,2021,TCD290,EE,Discogs|https://www.discogs.com/release/17400097-SlowedChromeChain-Forbidden-Fragment,1,MC
Slowedchromechain,Aesthetic Pleasure,Trash Can Dance,2019,TCD133,EE,Discogs|https://www.discogs.com/release/14702797-SlowedChromeChain-Aesthetic-Pleasure,1,MC
Neiracoil,Project:Lyze,Trash Can Dance,2025,TCD451,EE,Discogs|https://www.discogs.com/release/34559935-Neiracoil-ProjectLyze-,1,MC
Uus Energia,Jäämäe Tipp / Peace And Love,I-FI RECORDS,2020,-,EE,Discogs|https://www.discogs.com/release/16183134-Uus-Energia-J%C3%A4%C3%A4m%C3%A4e-Tipp-Peace-And-Love,1,MC
Kurjam,miilits ja koer,Not On Label,2000,-,EE,Discogs|https://www.discogs.com/release/12156546-Kurjam-miilits-ja-koer,1,MC
Mike Emelai,Nerve,Aidem Pot,1997,POT MC 1042,EE,Discogs|https://www.discogs.com/release/6594589-Mike-Emelai-Nerve,1,MC
Erinevad Esitajad,Workin',Wix Records,1997,A 0003,EE,Discogs|https://www.discogs.com/release/131027-Various-Workin-,1,MC
Ivar Vinkel,Tormise Tuule Helinad / Chimes Of Stormy Wind,Not On Label,1999,I.V MC 2,EE,Discogs|https://www.discogs.com/release/30348137-Ivar-Vinkel-Tormise-Tuule-Helinad-Chimes-Of-Stormy-Wind,1,MC
Normaalne Seltskond,Kurat Ja Põrgu Ja Kiilakas Naine,F-Fond,1994,-,EE,Discogs|https://www.discogs.com/release/6729970-Normaalne-Seltskond-Kurat-Ja-P%C3%B5rgu-Ja-Kiilakas-Naine,1,MC
SS Robot,Maha Balti Parunid,Trash Can Dance,2019,TCD235,EE,Discogs|https://www.discogs.com/release/14468376-SS-Robot-Maha-Balti-Parunid,1,MC
SS Robot,Õnne Kõigile Tasuta,Trash Can Dance,2018,TCD133,EE,Discogs|https://www.discogs.com/release/11836423-SS-Robot-%C3%95nne-K%C3%B5igile-Tasuta-,1,MC
THX,New World Order,Pirate Boy,2023,PB11,EE,Discogs|https://www.discogs.com/release/27098022-THX-New-World-Order,1,MC
Tallinn Daggers,10 Demo,Trash Can Dance,2012,TCD16,EE,Discogs|https://www.discogs.com/release/3583748-Tallinn-Daggers-10-Demo,1,MC
Darkside,Tehted 1,Trash Can Dance,2020,TCD258,EE,Discogs|https://www.discogs.com/release/15207196-Darkside-Tehted-1,1,MC
Darkside,Tehted 2,Trash Can Dance,2020,TCD259,EE,Discogs|https://www.discogs.com/release/15207283-Darkside-Tehted-2,1,MC
Joel Tammik,Rand,Trash Can Dance,2021,TCD281,EE,Discogs|https://www.discogs.com/release/18642952-Joel-Tammik-Rand,1,MC
APJ,Kebura,Trash Can Dance,2026,TCD31,EE,NONE,1,MC
Erinevad Esitajad,Estcon 2012,Trash Can Dance,2019,TCD21,EE,Discogs|https://www.discogs.com/release/14468253-Various-Estcon-2012,1,MC
Tetragrammafon,Tetragrammafon,Trash Can Dance,2020,TCD268,EE,Discogs|http://www.discogs.com/release/16217909-Tetragrammafon-Tetragrammafon,1,MC
Rin La,Bliss,Trash Can Dance,2021,TCD53,EE,Discogs|https://www.discogs.com/release/17399131-Rin-La-Bliss,1,MC
"Centre Électronique Muusa, Ganj Wald",Centre Électronique Muusa Ja Ganj Wald,Trash Can Dance,2017,TCD150,EE,Discogs|https://www.discogs.com/release/10760141-Centre-%C3%89lectronique-Muusa-Ganj-Wald-Centre-%C3%89lectronique-Muusa-Ja-Ganj-Wald,1,MC
Outspiral,Avenmur,Trash Can Dance,2026,TCD538,EE,Discogs|https://www.discogs.com/release/37848441-OutSpiral-Avenmur,1,MC
Varjuline,Varjuline,Trash Can Dance,2021,TCD275,EE,Discogs|https://www.discogs.com/release/17007144-Varjuline-Varjuline,1,MC
Väike PD,Matusebüroo,Legendaarne Records,2021,LEGEND0041,EE,Discogs|https://www.discogs.com/release/18696715-V%C3%A4ike-PD-Matuseb%C3%BCroo,1,MC
Erinevad Esitajad,Suvehitt 95,Aidem Pot,1995,POT MC 1006,EE,Discogs|https://www.discogs.com/release/7087545-Various-Suvehitt-1995,1,MC
Erinevad Esitajad,Sügishitt 95,Aidem Pot,1995,POT MC 1007,EE,Discogs|https://www.discogs.com/release/6616054-Various-S%C3%BCgishitt-1995,1,MC
Erinevad Esitajad,Suvetop 97,AS HÜBRIID,1997,-,EE,Discogs|https://www.discogs.com/release/11518801-Various-Suvetop-97,1,MC
Erinevad Esitajad,Sügistop 97,AS HÜBRIID,1997,MCHÜB 002,EE,Discogs|https://www.discogs.com/release/28623841-Various-S%C3%BCgistop-97,1,MC
The Kitchen Brothers,Live @ HUNGR 06.03.2026,Trash Can Dance,2026,TCD509,EE,Discogs|https://www.discogs.com/release/37381482-The-Kitchen-Brothers-Live-HUNGR-06032026,1,MC
Metsüül,Alive,Trash Can Dance,2024,TCD446,EE,Discogs|https://www.discogs.com/release/32657259-Mets%C3%BC%C3%BCl-Alive,2,MC
Qaribou,Mu Korteris On Gaasileke,Trash Can Dance,2026,TCD506,EE,Discogs|https://www.discogs.com/release/37381194-Qaribou-Mu-Korteris-On-Gaasileke,2,MC
René Ufer,Pidu,Theka,1990,REK-8601,EE,Digar|https://www.digar.ee/arhiiv/et/raamatud/48067,1,MC
René Ufer,Pidu 2,Theka,1992,-,EE,Digar|https://www.digar.ee/arhiiv/nlib-digar:253020,1,MC
Leo Kikas,Mees Nagu Orkester,Not On Label,1998,-,EE,NONE,1,MC
Lobotoomia,Lobotoomia,Trash Can Dance,2026,TCD512,EE,Discogs|https://www.discogs.com/release/37419840-Lobotoomia-Lobotoomia,1,MC
Psychoterror,Mikrokosmos,Kaljukotkas,2002,KKMC 023,EE,Discogs|https://www.discogs.com/release/6819759-Psychoterror-Mikrokosmos,1,MC
Timo Petmanson,Voyage To Neptune,Trash Can Dance,2020,TCD222,EE,Discogs|https://www.discogs.com/release/15585455-Timo-Petmanson-Voyage-To-Neptune-,1,MC
Onu Bella,Ma võtsin viina,Valindo,1992,OB1,EE,Discogs|https://www.discogs.com/release/2665266-Onu-Bella-Ma-V%C3%B5tsin-Viina,1,MC
1111 / ┌ ∴༶༜࿀⊖࿀༜༶∴ ┐,Utoopia / Meditatsioon,Trash Can Dance,2025,TCD450,EE,Discogs|https://www.discogs.com/release/33878526-1111-3---Utoopia-Meditatsioon,2,MC
Perry And The Poor Boys,Poor Is Better,Forte,1991,FA 0011,EE,Discogs|https://www.discogs.com/release/7075058-Perry-And-The-Poor-Boys-Poor-Is-Better,1,MC
White Gloss,Toolbox EP,Trash Can Dance,2020,TCD241,EE,Discogs|https://www.discogs.com/release/15726489-White-Gloss-Toolbox-EP-,1,MC
Aare Ermus,"Kokkola festival ""Kohina"" 15.09.2017/ Helsingi festival ""experiMental"" 21.01.2017",Trash Can Dance,2026,TCD523,EE,NONE,1,MC
Vahukuhu,2026 EP,Trash Can Dance,2026,TCD542,EE,NONE,1,MC
Kättemaksucuntor,Eradicktetiivid,Trash Can Dance,2026,TCD526,EE,NONE,1,MC
dgr Dbblmn & Kuup,Live @ Kalana Sound 27.07.2018 ,Trash Can Dance,2026,TCD528,EE,NONE,1,MC
Onu Bella Paradiis,Bella M,Valindo,1993,OB2,EE,Discogs|https://www.discogs.com/release/2665218-Onu-Bella-Paradiis-Bella-M,1,MC
"Roomet Jakapi, Mihkel Kleis",Tkun Orha Pnul,;paranoia,2015,-,EE,Discogs|https://www.discogs.com/release/7842726-Roomet-Jakapi-Mihkel-Kleis-Tkun-Orha-Pnul,1,MC
Ringhold,Single Takes,Cruel Nature Records,2025,CN423,EE,Discogs|https://www.discogs.com/release/35993626-Ringhold-Single-Takes,1,MC
MIMprojekt,"IDAraadio live @ Kopli 2, 24.08.2018",Trash Can Dance,2022,TCD321,EE,Discogs|https://www.discogs.com/release/23224643-MIMProject-Live-Kopli2-24082018-IDAradio,1,MC
Segadus Saialilleseemnetepoes,Segadus Saialilleseemnetepoes,Not On Label,????,-,EE,Ester|htps://www.ester.ee/record=b1952835*est,1,MC
Dallas,Sleeper's Entertainer,Not On Label,1998,-,EE,Discogs|https://www.discogs.com/release/6108723-Dallas-Sleepers-Entertainer-,1,MC
Erinevad Esitajad,"Rahe - Eesti Värske Kidraaž, Rütmaaž Ja Müraaž",Trash Can Dance,2019,TCD213,EE,Discogs|https://www.discogs.com/release/13916261-Various-Rahe-Eesti-V%C3%A4rske-Kidraa%C5%BE-R%C3%BCtmaa%C5%BE-Ja-M%C3%BCraa%C5%BE,1,MC
Erinevad Esitajad,Sue Darling Is Back To Meet Forwards,Sally Cinnamon Music,1997,SAL006M.C.,EE,Discogs|https://www.discogs.com/release/3449383-Various-Sue-Darling-Is-Back-To-Meet-Forwards,1,MC
Erinevad Esitajad,Wavves From Tha RLV Vol.1,Lejal Genes,1996,ILLMC001,EE,Discogs|https://www.discogs.com/release/4889465-Various-Wavves-From-Tha-RLV-Vol1,2,MC
Gee,Metsas,Lejal Genes,2019,LJLGNS077MC,EE,Discogs|https://www.discogs.com/release/14389870-Gee-Metsas,1,MC
Out-Or,Let Leve,Lejal Globe,2018,LJLGLB016MC,EE,Discogs|https://www.discogs.com/release/12982170-Out-Or-Let-Leve,1,MC
Revolution J,Roosteliblikas,Not On Label,1996,-,EE,Discogs|https://www.discogs.com/release/1276078-Revolution-J-Roosteliblikas,1,MC
Hovery Covery,L'Ootus,Simakoff Production,2004,SIM4742115005094,EE,Discogs|https://www.discogs.com/release/17999491-Hovery-Covery-LOotus,1,MC
Claire's Birthday,Venus,Sonogram Music,2000,-,EE,Discogs|https://www.discogs.com/release/6980724-Claires-Birthday-Venus,1,MC
Out-Or,Structures,Lejal Globe,2018,LJLGLB020MC,EE,Discogs|https://www.discogs.com/release/12982141-Out-Or-Structures,1,MC
Jüri Rosenfeld,"Beatles Imitation. Fab Four, 4 Ever.",Tallinna Helikassetitehas,1990,21,EE,Discogs|https://www.discogs.com/release/16279736-J%C3%BCri-Rosenfeld-Beatles-Imitation-Fab-Four-4-Ever,1,MC
Unistaja,Taasesitus,Not On Label,2018,1,EE,Discogs|https://www.discogs.com/release/24675569-Unistaja-Taasesitus,1,MC
Unistaja,Võitlus,Not On Label,2020,-,EE,NONE,1,MC
Fuckin' Dream,Eesti Tantsuropp,Not On Label,????,-,EE,NONE,1,MC
Onu Bella,The Craziest Hits,Valindo,1993,OB3,EE,Discogs|https://www.discogs.com/release/2365826-Onu-Bella-The-Craziest-Hits,1,MC
Nikolajev,Sahtel (2015 - 2020),Hangman Satellite,2021,HMS007,UK,Discogs|https://www.discogs.com/release/17361094-Nikolajev-Sahtel-2015-2020,1,MC
Vennaskond,Vaenlane Ei Maga,Theka,1993,-,EE,Discogs|https://www.discogs.com/release/1293667-Vennaskond-Vaenlane-Ei-Maga,1,MC
Blacky,Blacky,MFM Records,2000,MFM59704MC,EE,Discogs|https://www.discogs.com/release/7782705-Blacky-Blacky,1,MC
Gatesleeper,8,Trash Can Dance,2021,TCD279,EE,Discogs|https://www.discogs.com/release/18427768-Gatesleeper-8,1,MC
Präänikud,Präänikud,Trash Can Dance,2026,TCD522,EE,NONE,1,MC
Narkhiil,Lord Ov Blood / The Great Pleasure Of Pain,Trash Can Dance,2021,TCD282,EE,Discogs|https://www.discogs.com/release/18642529-Narkhiil-Lord-Ov-Blood-The-Great-Pleasure-Of-Pain,1,MC
"Peeter Vähi, Meelis Kuusemets",Relaxātio,Tallinna Helikassetitehas,1990,22,EE,Discogs|https://www.discogs.com/release/7341999-Peeter-V%C3%A4hi-Meelis-Kuusemets-Relax%C4%81tio,3,MC
A-Fond,A-Fond,Kuldnokk,1990,-,EE,Discogs|https://www.discogs.com/release/12190552-A-Fond-A-Fond,1,MC
Tont,"Helikujundus Albert Gulgi näitusele ""Polaaröö""",Trash Can Dance,2026,TCD545,EE,NONE,1,MC
Endel Jõgi,Püha Öö (Synthesizer Christmas),Forte,1991,-,EE,Discogs|https://www.discogs.com/release/13079442-Endel-J%C3%B5gi-P%C3%BCha-%C3%96%C3%B6-Synthesizer-Christmas,1,MC
Bicep,Isles,Ninja Tune,2021,ZENCAS261,UK,Discogs|https://www.discogs.com/release/17047938-Bicep-Isles,1,MC
Randröövel,Randröövel,Trash Can Dance,2025,TCD454,EE,Discogs|https://www.discogs.com/release/33844005-Randr%C3%B6%C3%B6vel-Randr%C3%B6%C3%B6vel,1,MC
Skuuba,Rännumees,Trash Can Dance,2022,TCD370,EE,Discogs|https://www.discogs.com/release/24471347-Skuuba-R%C3%A4nnumees,1,MC
NM Barramundi,Madu,Ennekuulmatu Viha,2023,EKV21,EE,Discogs|https://www.discogs.com/release/28950334-NM-Barramundi-Madu,1,MC
Rin La,"I'm A Little Bit Of This, I'm A Little Bit Of That",Trash Can Dance,2015,TCD80,EE,Discogs|https://www.discogs.com/release/7011570-Rin-La-Im-A-Little-Bit-Of-This-Im-A-Little-Bit-Of-That,1,MC
Nice Try,Party Party,Theka,1992,-,EE,Discogs|https://www.discogs.com/release/6794925-Nice-Try-Party-Party,1,MC
Bläck Rokit,"Esimene Mees, Kes Ise Lendab Vol. 3",Kaljuste Music Group,1996,-,EE,Discogs|https://www.discogs.com/release/14656874-Bl%C3%A4ck-Rokit-Esimene-Mees-Kes-Ise-Lendab-Vol-3,2,MC
Richard Jerbach,Teine Maailm,Degenerate Underground,2025,DGUG#0007,EE,Discogs|https://www.discogs.com/release/35745190-Richard-Jerbach-Teine-Maailm,1,MC
Fumantum,Confession,Trash Can Dance,2024,TCD426,EE,Discogs|https://www.discogs.com/release/32657091-Fumantum-Confession,1,MC
Day Of The Triangle,Salvia Sundays / Chair Conspiracy,Trash Can Dance,2026,TCD89,EE,Discogs|https://www.discogs.com/release/36836278-Day-Of-The-Triangle-Salvia-Sundays-Chair-Conspiracy,1,MC
Bampersand,Intentionally International,Ennekuulmatu Viha,2024,EKV33,EE,Discogs|https://www.discogs.com/release/29618770-Bampersand-Intentionally-International,1,MC
Veritasu,Siit Tuleb Sõda,Trash Can Dance,2024,TCD445,EE,Discogs|https://www.discogs.com/release/32623896-Veritasu-Siit-Tuleb-S%C3%B5da,1,MC
Alex BeoWulf,Shadowww,Trash Can Dance,2024,TCD436,EE,Discogs|https://www.discogs.com/release/32657499-Alex-BeoWulf-Shadowww,1,MC
Taavi Tulev,Esinemine Portselanist Plaatidega,Trash Can Dance,2024,TCD424,EE,Discogs|https://www.discogs.com/release/30725522-Taavi-Tulev-Esinemine-Portselanist-Plaatidega,1,MC
Galaktlan Grupp,Live @ Von Krahl 15.11.2007,Trash Can Dance,2025,TCD447,EE,Discogs|https://www.discogs.com/release/33131550-Galaktlan-Grupp-Live-Von-Krahl-15112007,1,MC
Tont,Biomass,Trash Can Dance,2022,TCD377,EE,Discogs|https://www.discogs.com/release/24469172-Tont-Biomass,1,MC
Tont,Raudrohi,Trash Can Dance,2024,TCD423,EE,Discogs|https://www.discogs.com/release/31845281-Tont-Raudrohi,1,MC
Enditian,Sisse Piiratud,Trash Can Dance,2026,TCD520,EE,Discogs|https://www.discogs.com/release/36845002-Enditian-Sisse-Piiratud,1,MC
Micaramia,Mitte Üle Mõelda,Trash Can Dance,2017,TCD129,EE,Discogs|https://www.discogs.com/release/11104504-Micaramia-Mitte-%C3%9Cle-M%C3%B5elda,1,MC
Centralized Jermacore,Complete Noise,Ennekuulmatu Viha,2024,EKV31,EE,Discogs|https://www.discogs.com/release/29618500-Centralized-Jermacore-Complete-Noise-,1,MC
Erinevad Esitajad,Fatal Error (mixtape by Jean-Marc Dekesel),Mixtape On Tape,2022,-,EE,Discogs|https://www.discogs.com/release/25684843-Various-Fatal-Error,1,MC
Future Brain,Öö,Trash Can Dance,2023,TCD388,EE,Discogs|https://www.discogs.com/release/28478263-Future-Brain-%C3%96%C3%B6,1,MC
Erinevad Esitajad,Riivaja,Trash Can Dance,2015,TCD78,EE,Discogs|https://www.discogs.com/release/6889669-Various-Riivaja,1,MC
Cubitive,Hate & Agony EP,Trash Can Dance,2024,TCD456,EE,Discogs|https://www.discogs.com/release/31574008-Cubitive-Hate-Agony-EP-,1,MC
Marmormaze,All Plugs Go To Heaven,Trash Can Dance,2021,TCD297,EE,Discogs|https://www.discogs.com/release/19127239-Marmormaze-All-Plugs-Go-To-Heaven,1,MC
Erinevad Esitajad,Play Me,BG Muusik,1997,BGMC030,EE,Discogs|https://www.discogs.com/release/11674614-Various-Play-Me,1,MC
N-Euro,Hei-Hoo,Gunnar Loho Music Management,1999,-,EE,NONE,1,MC
Kärt Tomingas,Korallid,Theka,1992,-,EE,Discogs|https://www.discogs.com/release/33028422-K%C3%A4rt-Tomingas-Korallid,1,MC
Tallinna Adventkiriku Ansambel,Puhkes Uus Hommik!,Not On Label,????,-,EE,NONE,1,MC
Erinevad Esitajad,Suvine Feeling 2,BooM Productions,1998,BooMMC 004,EE,Discogs|https://www.discogs.com/release/11674594-Various-Suvine-Feeling-2,1,MC
Rullnokad,Aasta Pidu,Records 2000,2002,-,EE,NONE,1,MC
Erinevad Esitajad,Lihahimu,Aidem Pot,????,POT MC 1023,EE,NONE,1,MC
Talong,Läbi Aegade,Kuldnokk,1990,-,EE,Discogs|https://www.discogs.com/release/3083721-Talong-L%C3%A4bi-Aegade,1,MC
Erinevad Esitajad,JAH!show laulud,Not On Label,1995,-,EE,Discogs|https://www.discogs.com/release/18464827-Various-JAHshow-laulud,1,MC
Erinevad Esitajad,Entel-Tenteli Parimad Laulud,Eesti TV,1998,-,EE,Discogs|https://www.discogs.com/release/12042418-Various-Entel-Tenteli-Parimad-Laulud,1,MC
Erinevad Esitajad,Sue Darling: A Compilation Of Estonian Underground,Sally Cinnamon Music,1993,SAL 001 M.C.,EE,Discogs|https://www.discogs.com/release/2396971-Various-Sue-Darling-A-Compilation-Of-Estonian-Underground,1,MC
Tiiu,Magusad Huuled,O.K. Records,1995,OKRMC 005,EE,Discogs|https://www.discogs.com/release/6553499-Tiiu-Magusad-Huuled,1,MC
Shelton San,EP II Remixes,Trash Can Dance,2023,TCD382,EE,Discogs|https://www.discogs.com/release/26698985-Shelton-San-EP-II-Remixes,2,MC
X-Plode,One,Not On Label,1997,-,EE,Discogs|https://www.discogs.com/release/6598535-X-Plode-One,1,MC
Vanemõde,Piip-Piip-Piiiiip,Kuldnokk,1989,-,EE,Discogs|https://www.discogs.com/release/6542636-Vanem%C3%B5de-Piip-Piip-Piiiiip,1,MC
DJ Tuleva Työtön & Ystävät,Paluumatka,Floating Recordings,2019,FR 057,FI,Discogs|https://www.discogs.com/release/14634601-DJ-Tuleva-Ty%C3%B6t%C3%B6n-Yst%C3%A4v%C3%A4t-Paluumatka,1,MC
Kaido Kirikmäe,Lintprii,Not On Label,2007,-,EE,Discogs|https://www.discogs.com/release/7844586-Kaido-Kirikm%C3%A4e-Lintprii,1,MC
Cubitive,Deconstructed,Trash Can Dance,2024,TCD459,EE,Discogs|https://www.discogs.com/release/31573933-Cubitive-Deconstructed-,1,MC
Kosmos/Psüühe,Kosmos/Psüühe,Trash Can Dance,2026,TCD486,EE,Discogs|https://www.discogs.com/release/36828178-KosmosPs%C3%BC%C3%BChe-KosmosPs%C3%BC%C3%BChe,1,MC
Richard Jerbach,Kuidas Lõppeb Maailm?,Degenerate Underground,2023,DGUG#0005,EE,Discogs|https://www.discogs.com/release/35745397-Richard-Jerbach-Kuidas-L%C3%B5ppeb-Maailm,1,MC
2 Quick Start,2 Quick Start,Sounder Plk,1994,-,EE,Discogs|https://www.discogs.com/release/6617119-2-Quick-Start-2-Quick-Start,1,MC
Elis-Erika Maasi,Ultralife,Not On Label,2024,-,EE,Discogs|https://www.discogs.com/release/31644193-Elis-Erika-Maasi-Ultralife,1,MC
Aigar Vals,End Game,Trash Can Dance,2018,TCD193,EE,Discogs|https://www.discogs.com/release/12531796-Aigar-Vals-End-Game,1,MC
Data,Kõik Läheb Mööda,Kuldnokk,1990,-,EE,Discogs|https://www.discogs.com/release/7849831-Data-K%C3%B5ik-L%C3%A4heb-M%C3%B6%C3%B6da,1,MC
Sõnajalg,Jumal on mu jõud,Sonajalg Music Productions,1991,SC-04,EE,Discogs|https://www.discogs.com/release/10618608-S%C3%B5najalg-Jumal-on-mu-j%C3%B5ud,2,MC
Kurekell,"Jõulurahu ""Kurekellalt""",Kuldnokk,1990,-,EE,Discogs|https://www.discogs.com/release/13298093-Kurekell-J%C3%B5ulurahu-Kurekellalt,1,MC
"ERSO / puhkpilliorkester ""Tallinn""","Eesti Rahvushümn / Mu Isamaa, Mu Õnn ja Rõõm",Eesti Vabariigi Kultuuriministeerium,????,-,EE,NONE,1,MC
René Ufer,Rändur,Theka / Rekalla,1992,REK 9181,EE,Discogs|https://www.discogs.com/release/36200098-Rene-Ufer-Randur,1,MC
Lu:K,Dreams In Drums,Kosmos Control,1996,KC 005,EE,Discogs|https://www.discogs.com/release/14956-Luk-Dreams-In-Drums,1,MC
René Ufer,Pidu,Theka / Rekalla,1990,-,EE,Nlib|https://nlib-ee-primo-sb.hosted.exlibrisgroup.com/permalink/f/1g6crv2/372NLE_REPOX209092,1,MC
René Ufer,Tagasi Tallinnas,Theka,1992,-,EE,Nlib|https://nlib-ee-primo-sb.hosted.exlibrisgroup.com/permalink/f/1g6crv2/372NLE_REPOX209083,1,MC
Liilia Kotkas,Liilia Kotkas,Eesti Autorite Ühing,1998,-,EE,Discogs|https://www.discogs.com/release/10960028-Liilia-Kotkas-Liilia-Kotkas,1,MC
Liilia & Rein Kotkas,Liilia & Rein Kotkas,Not On Label,1998,-,EE,Digar|https://www.digar.ee/arhiiv/en/perioodika/23344,1,MC
Kaja II,Tule Tantsi,Not On Label,1984,-,EE,Discogs|https://www.discogs.com/release/16107048-Kaja-Tule-Tantsi,1,MC
Erinevad Esitajad,Eesti Pop VI,Tallinna Helikassetitehas,1986,1510,EE,Discogs|https://www.discogs.com/release/9697288-Various-Eesti-Pop-VI,1,MC
ⓀＩŴａＮ𝐎𝓲Ď,Vanatühi,Trash Can Dance,2024,TCD441,EE,Discogs|https://www.discogs.com/release/30816483-%EF%BC%A9%C5%B4%EF%BD%81%EF%BC%AE%F0%9D%90%8E%F0%9D%93%B2%C4%8E-Vanat%C3%BChi,1,MC
Mario Kivistik,Ööjutud 1,Buschmann & Ko,1997,BKMC006,EE,Discogs|https://www.discogs.com/release/8890024-Mario-Kivistik-%C3%96%C3%B6jutud-I,1,MC
Kuldne Trio,15,Kuldnokk,1988,-,EE,Discogs|https://www.discogs.com/release/13293627-Kuldne-Trio-15,1,MC
Raivo Järvi,Onu Raivo Päkapikujutud,Aidem Pot,1996,POT MC 1028,EE,Discogs|https://www.discogs.com/release/20611507-Raivo-J%C3%A4rvi-Onu-Raivo-P%C3%A4kapikujutud,1,MC
"Joel Steinfeldt, Prohvet","Joel & ""Prohvet""",Kuldnokk,1989,-,EE,Discogs|https://www.discogs.com/release/7232087-Joel-Steinfeldt-Prohvet-Joel-Prohvet,1,MC
Mr. Lawrence,Mr. Lawrence,Top Media,1993,TMC-1,EE,Discogs|https://www.discogs.com/release/4468600-Mr-Lawrence-Mr-Lawrence,1,MC
Erinevad Esitajad,Floating Recordings Part. 1,Floating Recordings,2015,FR 020,FI,Discogs|https://www.discogs.com/release/7299098-Various-Floating-Recordings-Part-1,1,MC
Sai Kuule,Signal Test,Trash Can Dance,2021,TCD327,EE,Discogs|https://www.discogs.com/release/21223702-Sai-Kuule-Signal-Test,1,MC
Gy3,94/95 Demo Beats,Trash Can Dance,2018,TCD179,EE,Discogs|https://www.discogs.com/release/11768264-Gy3-9495-Demo-Beats,1,MC
DJ Tuleva Työtön,Silence Is Important,Not On Label,2013,-,EE,Discogs|https://www.discogs.com/release/4678749-DJ-Tuleva-Ty%C3%B6t%C3%B6n-Silence-Is-Important,1,MC
Erinevad Esitajad,Linear Movement,Mixtape On Tape,2022,-,EE,Discogs|https://www.discogs.com/release/25696150-Various-Linear-Movement-,1,MC
Erinevad Esitajad,Tuul,Trash Can Dance,2025,TCD479,EE,Discogs|https://www.discogs.com/release/34496140-Various-Tuul,1,MC
Shelton San,Wilderness Follows,Degenerate Underground,2025,-,EE,Discogs|https://www.discogs.com/release/35775976-Shelton-San-Wilderness-Follows,1,MC
Träsh,Träsh,Trash Can Dance,2024,TCD420,EE,Discogs|https://www.discogs.com/release/29769151-Tr%C3%A4sh-Tr%C3%A4sh,1,MC
Moondur,"Moondur @ Dreamscape, Paavli 10.02.2024",Trash Can Dance,2025,TCD461,EE,Discogs|https://www.discogs.com/release/33878268-Moondur-Moondur-Dreamscape-Paavli-10022024,1,MC
Erinevad Esitajad,TCD100,Trash Can Dance,2016,TCD100,EE,Discogs|https://www.discogs.com/release/9547768-Various-TCD100,1,MC
Kaido Kirikmäe,"428, 899 CE",Ambifunk,2023,9,EE,Discogs|https://www.discogs.com/release/28466662-Kaido-Kirikm%C3%A4e-428-899-CE,1,MC
Erinevad Esitajad,This Is Not Jazz,Mixtape On Tape,2022,-,EE,Discogs|https://www.discogs.com/release/25696528-Various-This-Is-Not-Jazz,1,MC
Erinevad Esitajad,America Remembers,Mixtape On Tape,2018,-,EE,Discogs|https://www.discogs.com/release/11411972-Various-America-Remembers,1,MC
Erinevad Esitajad,Rapid Electro Waves,Mixtape On Tape,2022,-,EE,Discogs|https://www.discogs.com/release/25695616-Various-Rapid-Electro-Waves,1,MC
Erinevad Esitajad,Beyond The Five Second Cueing Line,Mixtape On Tape,2022,-,EE,Discogs|https://www.discogs.com/release/25697029-Various-Beyond-The-Five-Second-Cueing-Line-,1,MC
Laurel 2,Brazil,Trash Can Dance,2024,TCD462,EE,Discogs|https://www.discogs.com/release/31573033-Laurel-2-Brazil,1,MC
Kiwanoid,Electriss,Trash Can Dance,2025,TCD453,EE,Discogs|https://www.discogs.com/release/33879615-Kiwanoid-Electriss,1,MC
Junga,Selva / Folium,Trash Can Dance,2025,TCD455,EE,Discogs|https://www.discogs.com/release/34490437-Junga-Selva-Folium,1,MC
Junga,Portaal,Trash Can Dance,2024,TCD424,EE,Discogs|https://www.discogs.com/release/31857752-Junga-Portaal,1,MC
NM Barramundi,Mehaanika,Trash Can Dance,2025,TCD443,EE,Discogs|https://www.discogs.com/release/33879219-NM-Barramundi-Mehaanika,1,MC
